indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ,Eswatini,all,female,Y025_029,247,731,647.9079170753408,0.3536350989454369,0.018821651434199088,0.317672849484353,0.391333566830199
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ,Eswatini,all,female,Y025_029,247,731,647.9079170753408,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ,Eswatini,all,female,Y025_029,247,732,648.8293345396933,0.1442852538066594,0.014653704737000969,0.11786933837866893,0.17544385717104827
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,537,502.9525619368979,0.6244213076816888,0.02755145164561095,0.5690802852674454,0.676692891598862
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0.5607163695098872,0.026100327776281285,0.5090951444364642,0.6110564741531569
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0.21628156202517285,0.02415938878114767,0.1726698467729009,0.267348909214057
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0.34443480748471433,0.02244046114232575,0.30187638707834513,0.3896443849380565
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0.34443480748471433,0.02244046114232575,0.30187638707834513,0.3896443849380565
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_024,74,539,504.8614599286981,0.08006978286968662,0.0129803482210067,0.058042197855048244,0.10948539233328307
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.3994070845732019,0.035811470533009336,0.3316933626350419,0.47119786341188385
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.3275707716962819,0.03308200092183232,0.2662839126997039,0.39536241133923233
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.07693912120033312,0.020956529388215486,0.044658271029851294,0.12939351053699324
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.2506316504959488,0.03064427689992012,0.19544075797916013,0.3153001901984342
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.2506316504959488,0.03064427689992012,0.19544075797916013,0.3153001901984342
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0,0,,
sti12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y015_019,66,288,269.80701649146323,0.04152834810655972,0.012916105986013799,0.022423616399016435,0.07565053563834694
eversex,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,249,233.22217666155765,0.8783738495565341,0.021661572110138253,0.829164404040826,0.9148638733212184
sex12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0.822074836226228,0.024400485136501456,0.7691478925099665,0.8649972065431157
sexcohab,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0.3724857838677324,0.03534495635268478,0.30620049266141774,0.4439387188792255
sexnonreg,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0.4495890523584956,0.03200938998075321,0.38796903661435833,0.5127959265372327
sexnonregplus,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0.4495890523584956,0.03200938998075321,0.38796903661435833,0.5127959265372327
sexpaid12m,SWZ2006DHS,CY2006Q4,SWZ_1_1,Hhohho,all,female,Y020_024,70,251,235.12314265479725,0,0,,
