indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y020_024,5,30,28.069619046088867,0.039822131781519235,0.030461349771686092,0.008627629861269456,0.16502965278216716
sti12m,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y020_024,5,30,28.069619046088867,0.13137658393989107,0.02565679670762002,0.088709143520728,0.19028114058980006
eversex,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,0.8109581289963184,0.055755590086946305,0.677744917921632,0.8974372329450931
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,0.7475538771458655,0.08675688614072635,0.5460132484289836,0.8793874063473789
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,0.06340425185045283,0.05334412182768982,0.011505764797081984,0.2824974345778137
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_073,Kumi,all,female,Y025_029,5,20,18.20016761383601,0.17393503028796714,0.07082277591410054,0.07418678627297938,0.35619977657182833
eversex,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.6115087980503271,0.06472455302542275,0.47992795791119014,0.7286233014905154
sex12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.5937594513535249,0.07540841633521386,0.44196075706041976,0.7295352287152823
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.40175608313461736,0.04663555363374632,0.3146536561394697,0.49553636045855615
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.15136907670755073,0.015072585903829467,0.12413112943485742,0.18333278071587503
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.040634291511356876,0.019541387633921225,0.015609444849207434,0.10163636959433088
sti12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_024,3,52,50.82700652176751,0.17515091462447702,0.01865314274147026,0.1415340775767086,0.2147549074727657
eversex,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.45257993728265944,0.10191297961674649,0.26963269507197524,0.6493043569289539
sex12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.42359694944759624,0.11449778660392045,0.22668382657058145,0.6481876464802394
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.17789024590283756,0.06924341844525361,0.07880465502963224,0.353722964189532
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.17935478667267166,0.03727276826131391,0.11742376046067649,0.26417237355875256
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.06635191687208705,0.028874616907074765,0.027715218513521267,0.1505125389872278
sti12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y015_019,3,32,31.267174845128036,0.15183633960744253,0.01766415667384033,0.1203515534355813,0.18978073837325213
eversex,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0.8626191384265545,0.09320587043300672,0.573392797894624,0.9670329845967991
sex12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0.8626191384265545,0.09320576845180703,0.5733932104699445,0.9670329308262907
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0.7554679660132095,0.08780913866568339,0.548937105445945,0.8869145621098735
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0.10715117241334485,0.02897087902989742,0.06217000767746472,0.17848329834572446
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y020_024,3,20,19.56144738490246,0.21198834515770876,0.06838311968930913,0.10761761597173386,0.3750405077332072
eversex,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0.8669791805928178,0.07678293491895531,0.6386679721585835,0.9600528570102154
sex12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0.8669791805928178,0.07678285090690991,0.6386683016490645,0.9600528022528535
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0.7339583611856355,0.15356570181381982,0.37130519570755255,0.9279903039219026
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0.1330208194071823,0.0767828509069099,0.03994719774714651,0.3613316983509353
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_074,Kwania,all,female,Y025_029,3,7,6.883653303455256,0.27312105041040313,0.0826518095279855,0.1424813565184646,0.4593752644108838
eversex,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0.82034927984338335,0.011217932633984065,0.7973038730944833,0.8412960930957964
sex12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0.82034927984338335,0.011217932633984065,0.7973038730944833,0.8412960930957964
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0.6168564814095492,0.10096139370585643,0.4107106487829732,0.7880952153764692
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0.10174639921691707,0.056089663169920236,0.03290019952122754,0.27386214412349574
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0.10174639921691707,0.05608966316992025,0.03290019952122754,0.27386214412349574
sti12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_024,2,16,12.93883907208445,0,0,,
eversex,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0.7098340169187387,0.04771213536391781,0.6083923296099512,0.7939001017971242
sex12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0.7098340169187387,0.04771213536391781,0.6083923296099512,0.7939001017971242
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0.49999999999999994,2.859987661056369e-17,0.4999999999999999,0.5
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0.20983401691873876,0.047712135363917794,0.13125234797877094,0.318229231373554
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y015_019,2,6,5.290229720933246,0,0,,
eversex,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0.9243809006726391,0.042278245239651104,0.7888432913331186,0.9756093770931392
sex12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0.9243809006726391,0.04227819898091064,0.788843507383426,0.975609346228688
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0.7268572979820832,0.1268345969427318,0.43207567763379434,0.9029866356434624
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0,0,,
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0.1975236026905559,0.16911279592364245,0.029513861026115272,0.6657997053154638
sti12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y020_024,2,10,8.07903671826409,0,0,,
eversex,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,1,0,,
sex12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,0.8686299682972201,0.06379932612271873,0.6884954440391728,0.9518782868307096
sexcohab,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,0.8686299682972201,0.06379932612271873,0.6884954440391728,0.9518782868307096
sexnonreg,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,0,0,,
sexpaid12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,0,0,,
sti12m,UGA2016DHS,CY2016Q3,UGA_3_075,Kween,all,female,Y025_029,2,6,4.900946003566253,0,0,,
eversex,UGA2016DHS,CY2016Q3,UGA_3_076,Kyankwanzi,all,female,Y015_024,2,17,16.502025591112822,0.9345804752200139,0.019902553147309158,0.8830111484641514,0.964335889091894
