indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
sti12m,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y020_024,25,132,121.42751143312269,0.0760378064858341,0.022784496929986516,0.041763592257420205,0.13449205700660757
eversex,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,1,0,,
sex12m,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0.9342361688591759,0.028195061516399125,0.8524828402739524,0.9721617151034755
sexcohab,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0.8901994039002467,0.038439825472915,0.7895121002054661,0.9460160148267478
sexnonreg,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0.044036764958929185,0.019139114846860865,0.018546241946697437,0.1009583338591422
sexnonregplus,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0.044036764958929185,0.019139114846860865,0.018546241946697437,0.1009583338591422
sexpaid12m,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0,0,,
sti12m,MWI2015DHS,CY2015Q4,MWI_5_28,Mwanza,all,female,Y025_029,26,108,96.12029334965179,0.05502268151943384,0.025032314546253612,0.02216099771069203,0.13012888042797624
eversex,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.7208028953671828,0.021879569419140366,0.6759802762062768,0.7616116904873743
sex12m,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.6062166557500359,0.020798187253664054,0.5648023856015575,0.6461588854986372
sexcohab,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.42091705498459264,0.03085606908496243,0.36190071200697643,0.4822834553939206
sexnonreg,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.1740700873580062,0.022321276322026122,0.1345457327461862,0.22222387139385677
sexnonregplus,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.18529960076544333,0.02278957843359417,0.14470812792538656,0.23415994434657902
sexpaid12m,MWI2015DHS,CY2015Q4,MWI_5_29,Thyolo,all,female,Y015_024,34,402,358.4256577623294,0.011229513407437117,0.006363669683283304,0.0036797426718085456,0.0337446035506339
