iso3,indicator,survey_id,age_group,area_id,area_name,area_id_aggr,area_sort_order,center_x,center_y,n_clusters,n_observations,n_eff_kish,x_eff,estimate_raw,ci_lower_raw,ci_upper_raw,population_mean,model,estimate_smoothed,median_smoothed,ci_lower_smoothed,ci_upper_smoothed,lambda_median,lambda_lower,lambda_upper,local_dic,local_waic
MWI,nosex12m,MWI2004DHS,Y020_024,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,53,49.93151385975735,6.590658359407194,0.13199396232844807,0.07344565911351919,0.22583889917793987,19722.9892302539,Model 1,0.15411687624335804,0.15401029990811888,0.1477036274544509,0.16044193145544927,0.15255552539048978,0.11789944835581054,0.19667406355614442,1.965503459953379,1.8494305719545177
MWI,sexcohab,MWI2004DHS,Y020_024,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,53,49.93151385975735,35.82511162604239,0.7174849880711486,0.5037682715994654,0.8640058066357916,19722.9892302539,Model 1,0.757166268325344,0.7577144517483597,0.749153914797459,0.7653226438308969,0.7562574675976239,0.5822610174001497,0.9807980638639751,1.1260856686592402,0.8548302081380406
MWI,sexnonregplus,MWI2004DHS,Y020_024,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,53,49.93151385975735,7.515743874307765,0.15052104960040338,0.04707630584123772,0.3885822863517827,19722.9892302539,Model 1,0.08871685543129801,0.0882751758109066,0.08365704467082091,0.09417271878281969,0.08916620988906998,0.06760684337907273,0.11593589268537108,3.7251700161631103,3.8580351509289006
MWI,nosex12m,MWI2004DHS,Y025_029,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,33,30.03450861615797,4.284558546326674,0.14265452453654148,0.05774421726950674,0.31118679395078463,16010.4445571746,Model 1,0.11176808441243277,0.11209460885418718,0.1062662997584094,0.11794648351667866,0.11386676473796514,0.07790773234536132,0.1545892771224675,2.921627758611839,2.8475233266119675
MWI,sexcohab,MWI2004DHS,Y025_029,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,33,30.03450861615797,24.085315997691463,0.801921426633031,0.5946875429051597,0.9178370823045653,16010.4445571746,Model 1,0.8350366766769296,0.8348906209514166,0.8276315414780239,0.8425279087027668,0.8484468603694542,0.5768706662851966,1.14743271516754,6.180011782330142,5.857647027407409
MWI,sexnonregplus,MWI2004DHS,Y025_029,MWI_5_02,Karonga,MWI_1_1,68,33.866334874016346,-10.084841819638836,7,33,30.03450861615797,1.6646340721398356,0.05542404883042752,0.016568257461535778,0.16968160892355255,16010.4445571746,Model 1,0.05319523891063772,0.0530119496137395,0.04752335461904823,0.05732951941145644,0.05312365662431493,0.03653398578304523,0.07578364604026862,1.7477061054504879,1.6934045301571892
MWI,nosex12m,MWI2004DHS,Y015_019,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,47,45.80771201293489,25.245468526582744,0.5511183033864273,0.3296839368213993,0.7539878172573418,18523.9051735576,Model 1,0.587808915511125,0.5879740805529085,0.5783597960551806,0.5974966032274862,0.5792549773350556,0.442036961359358,0.7655829895421142,4.760492693885723,4.473270126456812
MWI,sexcohab,MWI2004DHS,Y015_019,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,47,45.80771201293489,16.431171265482348,0.3586987985962411,0.20153927566625007,0.5534621234277457,18523.9051735576,Model 1,0.2628621899017143,0.26305958442584787,0.25373019096756044,0.26866248808024407,0.2573807582400602,0.19709759389032067,0.3354735653358958,4.186177014214182,4.490498801914939
MWI,sexnonregplus,MWI2004DHS,Y015_019,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,47,45.80771201293489,4.131072220869802,0.09018289801733158,0.038012771260453215,0.19913194189954375,18523.9051735576,Model 1,0.14932889458716073,0.14948730170519894,0.14283248694175782,0.15718047687528153,0.1496384888474709,0.11439353995028859,0.18989323772424635,4.452773126939681,4.494803603900487
MWI,nosex12m,MWI2004DHS,Y020_024,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,46,45.28185649266464,13.16293990789599,0.29068905136493906,0.17176905445807822,0.44746003161591197,14897.6736872092,Model 1,0.15412542413840513,0.15363444935846346,0.1475308740387663,0.16033329953473185,0.15308305270409261,0.11507473035482782,0.19602703373693536,8.23178988004166,9.103072452861593
MWI,sexcohab,MWI2004DHS,Y020_024,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,46,45.28185649266464,28.71026489416297,0.6340346248571731,0.5035467358250973,0.7474281656271732,14897.6736872092,Model 1,0.757159092634054,0.7576294210684371,0.7485822948001519,0.7657495600814943,0.7472310362321619,0.5746062705260285,0.9458202292181725,2.8904358142250572,3.4631206105316057
MWI,sexnonregplus,MWI2004DHS,Y020_024,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,46,45.28185649266464,3.4086516906056787,0.0752763237778879,0.034427608154435733,0.15672554283540488,14897.6736872092,Model 1,0.08871548322754094,0.08863917786312572,0.08330175353941839,0.09441714079001401,0.08749938993102624,0.06689875745443014,0.11366957055811336,2.3219574856744005,2.2433361957011124
MWI,nosex12m,MWI2004DHS,Y025_029,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,26,25.087935727918637,12.807037723980038,0.5104859109523294,0.42833729310294366,0.5920720529753286,11429.5547357186,Model 1,0.11177805655088974,0.11192398130063762,0.10610804697392878,0.11729670761885808,0.11235901182607147,0.07538302394004887,0.1578451890398806,19.407727696291957,24.180066629548637
MWI,sexcohab,MWI2004DHS,Y025_029,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,26,25.087935727918637,11.56656798879663,0.46104104037244453,0.3840448875263292,0.5399421907853672,11429.5547357186,Model 1,0.8350260043678693,0.8348352249215114,0.8277590397408865,0.8423229432137772,0.84556465164652606,0.5642171208223814,1.1652119448154434,8.179598811123027,12.69971986435251
MWI,sexnonregplus,MWI2004DHS,Y025_029,MWI_5_03,Nkhatabay,MWI_1_1,69,34.03986220564974,-11.61921590702774,6,26,25.087935727918637,0.7143300151419707,0.028473048675226077,0.0054593745995765814,0.13530148994753655,11429.5547357186,Model 1,0.05319593908124093,0.052823957040640454,0.04755013067674918,0.05752383480405003,0.05322795491116873,0.03719050075110124,0.0743641651804792,2.367304332406828,2.3301269005810714
MWI,nosex12m,MWI2004DHS,Y015_019,MWI_5_04,Rumphi,MWI_1_1,70,33.85483610430867,-10.791181993396545,4,26,22.912302883974235,14.628199123758758,0.6384429883733029,0.5037597584460982,0.754393966369395,14242.2280276046,Model 1,0.5878179624896002,0.5878448654365539,0.5791119916524335,0.5972277048538297,0.5846280078951929,0.40597784848688245,0.8869244936005406,2.4122062677972598,2.1315052829901413
