indicator,age_group,area_id,area_name,area_idx,area_id_aggr,area_sort_order,center_x,center_y,survey_id,n_clusters,n_observations,n_eff_kish,x_eff,estimate,ci_lower,ci_upper,n_observations_aggr,estimate_aggr,ci_lower_aggr,ci_upper_aggr,mean,median,lower,upper
eversex,Y015_019,MWI_5_11,Ntchisi,11,MWI_1_2,77,33.8990139477213,-13.27701218954137,MWI2015DHS,27,139,115.63732188951661,40.21171130254664,0.3477399047771629,0.27719649908802324,0.4256634744985951,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.3848916044904999,0.3846566671092006,0.30975537071646503,0.461371801180561
eversex,Y015_019,MWI_5_12,Dowa,12,MWI_1_2,78,33.74136484666604,-13.522446322462388,MWI2015DHS,33,208,183.2301501628343,59.94946115447143,0.32718120408238005,0.25147756971873725,0.4130971755828465,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.3599901801404389,0.3597598554082909,0.29752223616676077,0.4237838921741315
eversex,Y015_019,MWI_5_13,Salima,13,MWI_1_2,79,34.45397644726398,-13.766929210379374,MWI2015DHS,29,167,147.57704873712646,78.63960258875032,0.532871495003455,0.4397104647163073,0.6237953364102038,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.5165771619355387,0.5164621651083643,0.4461153950391847,0.5876470907980486
eversex,Y015_019,MWI_5_14,Lilongwe,14,MWI_1_2,80,33.49846805273636,-14.043042744804868,MWI2015DHS,23,153,148.58135196055682,82.30884145847224,0.5539648170675038,0.4433443357184805,0.6594865132647614,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.5335842363948063,0.5334817041168807,0.4635269181493279,0.6041989857905937
eversex,Y015_019,MWI_5_15,Mchinji,15,MWI_1_2,81,33.02017291331871,-13.78077378384876,MWI2015DHS,31,191,166.4860100299768,103.31748222989052,0.6205775621103995,0.5295683605662544,0.7038270729673601,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.5912311470874092,0.5913881402314238,0.5225259844403398,0.6590367545688148
eversex,Y015_019,MWI_5_16,Dedza,16,MWI_1_2,82,34.318377383724524,-14.239848948358318,MWI2015DHS,34,229,194.87759862777025,80.78436914454889,0.41453902199838083,0.3294568570505339,0.5050442769217932,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.4347010135567609,0.4346536117257952,0.3716464630210843,0.4980531221803433
eversex,Y015_019,MWI_5_17,Ntcheu,17,MWI_1_2,83,34.768812583096306,-14.823401860816109,MWI2015DHS,32,204,176.89666803540285,94.33878185505132,0.5332988060361376,0.46895880551450136,0.5965498812123168,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.532220893037748,0.5323210272696235,0.4666205482054809,0.5972463381430756
eversex,Y015_019,MWI_5_18,Lilongwe City,18,MWI_1_2,84,33.78466792908087,-13.910102286606284,MWI2015DHS,14,96,94.65531323522761,40.127399075008135,0.4239318185476569,0.3361425151681873,0.5168000480545907,1805,0.4716466317262303,0.435388434987494,0.5082064789375655,0.4384977076817007,0.4383129702977383,0.35462661983077237,0.5234225868922852
eversex,Y015_019,MWI_5_19,Mangochi,19,MWI_1_3,85,35.328070152406454,-14.141555840283553,MWI2015DHS,35,229,200.3862010220689,128.53367584859438,0.6414297750693859,0.5751376077462027,0.7027246592881703,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.6186233081843314,0.6188150493107217,0.5569408910632289,0.6792210342126598
eversex,Y015_019,MWI_5_20,Machinga,20,MWI_1_3,86,35.602032476938035,-14.909474153961227,MWI2015DHS,32,167,148.572035252931,89.91626760764957,0.6052031760524444,0.51629735388344,0.6876538197884157,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5909749434059721,0.5912096012426888,0.5207036326332434,0.6599100046509008
eversex,Y015_019,MWI_5_21,Zomba,21,MWI_1_3,87,35.348680528401296,-15.440977985535987,MWI2015DHS,26,139,135.57500539994138,81.14285808087554,0.5985089791551698,0.4885917709279952,0.6993392808133202,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5837651791823143,0.5839603633232833,0.5127418377460504,0.6536343483480884
eversex,Y015_019,MWI_5_22,Mulanje,22,MWI_1_3,88,35.54402218968039,-15.908156274932535,MWI2015DHS,33,188,155.88704171867147,103.11493945869017,0.6614721680637263,0.5901374090827384,0.7261527155213473,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.6341296178001706,0.6344119998888454,0.56650675160457,0.7001377994894771
eversex,Y015_019,MWI_5_23,Phalombe,23,MWI_1_3,89,35.66749292862791,-15.69332650228596,MWI2015DHS,30,199,176.8266956504276,106.75219628286962,0.6037108587603213,0.5351059951040742,0.6684642190460033,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5946991366416939,0.5949287705922938,0.5284093220257424,0.6596898561382376
eversex,Y015_019,MWI_5_24,Balaka,24,MWI_1_3,90,35.060852170308976,-15.035854949993102,MWI2015DHS,30,224,198.9189192002574,110.65681979628748,0.5562910769934662,0.47945080119074956,0.6305294755269891,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5534643944565892,0.5536142252891564,0.4911286682000588,0.6149487661965082
eversex,Y015_019,MWI_5_25,Zomba City,25,MWI_1_3,91,35.32190832849267,-15.394038611922465,MWI2015DHS,9,72,63.887629724931735,35.04793975651287,0.5485872602788961,0.42940906138219376,0.6624409825042057,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5488382123819777,0.5491355903712464,0.4481071960953107,0.6478947465187115
eversex,Y015_019,MWI_5_26,Chiradzulu,26,MWI_1_3,92,35.20860922241004,-15.767535233463864,MWI2015DHS,29,160,155.12786903121483,89.31040036238844,0.5757211835638469,0.4781640292434681,0.6677142008375664,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5677432349626619,0.5679199177153041,0.49928620179961325,0.635196625981929
eversex,Y015_019,MWI_5_27,Blantyre,27,MWI_1_3,93,34.92937934014503,-15.684420375214856,MWI2015DHS,16,110,107.77028365109672,45.70790047786635,0.42412341258973024,0.3468016622605919,0.5053472909568233,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.46203467656862984,0.46230218882768487,0.38203876686669347,0.540580188479814
eversex,Y015_019,MWI_5_28,Mwanza,28,MWI_1_3,94,34.5099911684457,-15.614939980736473,MWI2015DHS,26,162,149.21569883569381,70.7944271865754,0.4744435588143404,0.3820884986896417,0.5685807865827165,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.48733796857541245,0.4873925176333462,0.4163663227209406,0.5580254455742191
eversex,Y015_019,MWI_5_29,Thyolo,29,MWI_1_3,95,35.14590938223536,-16.132958052516223,MWI2015DHS,33,217,192.21825458834584,104.03320119730759,0.5412243567610415,0.4780010746925128,0.6031476568610272,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5420145067865106,0.5421603161630646,0.4788419014753707,0.6043594363069847
eversex,Y015_019,MWI_5_30,Chikwawa,30,MWI_1_3,96,34.724079130618414,-16.217743422056422,MWI2015DHS,31,151,135.86754934942098,63.807904481285775,0.46963314482979374,0.39164830952147156,0.5491296355930247,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.4883102028981887,0.4884287207974428,0.41480621566728854,0.5611628480262093
eversex,Y015_019,MWI_5_31,Nsanje,31,MWI_1_3,97,35.10210238841431,-16.719418596872988,MWI2015DHS,27,131,109.18851125883941,72.0777396914799,0.6601220115604866,0.5678718832669414,0.7416385174321465,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.624592333464481,0.6249431615842843,0.5449605406598865,0.7022102898079366
eversex,Y015_019,MWI_5_32,Neno,32,MWI_1_3,98,34.68262848719152,-15.496971936777499,MWI2015DHS,26,182,147.37138372127083,71.41923738405765,0.48462079666114555,0.4222397673741109,0.5474847615279663,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.497647281652484,0.4977721125767321,0.42714966671152466,0.5674515858130303
eversex,Y015_019,MWI_5_33,Blantyre City,33,MWI_1_3,99,35.05142522327481,-15.797090693861705,MWI2015DHS,19,126,125.22777557220292,62.48127970273344,0.49894106492938894,0.4219421140415822,0.5759902748659567,2457,0.5666475790198727,0.5423355152632433,0.5906429706937717,0.5100068517775364,0.5101512979808689,0.43400905469918366,0.5851945886646759
eversex,Y020_024,MWI_5_01,Chitipa,1,MWI_1_1,67,33.41158204610839,-9.974005685686997,MWI2015DHS,25,129,119.09990643353039,109.04687565134354,0.9155916147776536,0.8434451504110247,0.9562161482436459,922,0.9277276636846726,0.895888791556726,0.9503691057658407,0.9191551644345806,0.9210742576168864,0.8720562074557925,0.9553357834592219
eversex,Y020_024,MWI_5_02,Karonga,2,MWI_1_1,68,33.866334874016346,-10.084841819638836,MWI2015DHS,28,152,143.11348665565995,130.8386797312809,0.9142302573208001,0.8597009400510246,0.9488274661954759,922,0.9277276636846726,0.895888791556726,0.9503691057658407,0.9178277266150175,0.9194697029598968,0.8739012800139082,0.9523939931132132
eversex,Y020_024,MWI_5_03,Nkhatabay,3,MWI_1_1,69,34.03986220564974,-11.61921590702774,MWI2015DHS,27,159,141.61740117293374,137.07616552004288,0.967933067438899,0.9277718601729211,0.9860979449885516,922,0.9277276636846726,0.895888791556726,0.9503691057658407,0.9531167706177983,0.9544324973194059,0.921665930404406,0.9770030300198838
eversex,Y020_024,MWI_5_04,Rumphi,4,MWI_1_1,70,33.85483610430867,-10.791181993396545,MWI2015DHS,26,146,130.2090893163509,123.13868716066798,0.9456996267095843,0.8910932537723809,0.973733177714556,922,0.9277276636846726,0.895888791556726,0.9503691057658407,0.9393718350057647,0.9409153195046314,0.9019352536943746,0.9679639874329693
eversex,Y020_024,MWI_5_05,Mzimba North,5,MWI_1_1,71,33.698617366732265,-11.23974039944667,MWI2015DHS,7,43,41.18668597257789,39.464686299617036,0.9581903804033332,0.7721539809620087,0.993589113125459,922,0.9277276636846726,0.895888791556726,0.9503691057658407,0.9393027883268029,0.9423810732599719,0.8854673060865103,0.9753135964410513
